id;runId;repetitionId;repetition;order;seed;questionOrder;conditionOrder;orderStrategy;questionId;condition;retrieval;engine;autoScore;manualScore;blindA;blindB;latencyMs;latencyScope;prepareMs;retrievalMs;generationMs;contextChars;evidenceRecall;evidencePrecision;retrievedIds;timestamp;executionEnvironment;generationMetrics;modelProvenance;answer
t_7oay3acamrsn0fb6;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;124;20260616;22;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q25;graph;dense;ollama:qwen3:8b;korrekt;;;;4608.62;end-to-end;0.91;0.9;4607.7;7292;1;0.3076923076923077;junghegelianer|hegel|feuerbach|marx|wesen_christentums|engels|schelling|absoluter_idealismus|hoelderlin|kapital|historischer_materialismus|naturphilosophie|berliner_vorlesungen;1784516437122;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":4030.6,""promptTokens"":2326,""completionTokens"":44,""tokensPerSecond"":76.1,""modelLoadMs"":150.7,""promptEvalMs"":3830.5,""modelTotalMs"":4606.3}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Junghegelianer Karl Marx begründete den historischen Materialismus, dessen engster Freund Friedrich Engels später Band 2 und 3 des »Kapital« herausgab.
t_hor5fznpmrsn0hf8;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;125;20260616;23;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q15;graph;dense;ollama:qwen3:8b;korrekt;;;;2736.79;end-to-end;0.43;0.42;2736.37;4800;1;0.3;ideen_herder|herder|kant|weimarer_klassik|koenigsberg|weimar|krv|kategorischer_imperativ|ding_an_sich|transzendentalphilosophie;1784516439860;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":2252,""promptTokens"":1547,""completionTokens"":38,""tokensPerSecond"":78.4,""modelLoadMs"":144.1,""promptEvalMs"":1996.8,""modelTotalMs"":2734.3}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der akademische Lehrer des Verfassers der »Ideen zur Philosophie der Geschichte der Menschheit«, Johann Gottfried Herder, war Immanuel Kant.
t_c72im2ycmrsn0ifd;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;126;20260616;23;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q15;vector;dense;ollama:qwen3:8b;falsch;;;;1299.69;end-to-end;0.13;0.12;1299.57;1804;0.6666666666666666;0.5;ideen_herder|wissenschaftslehre|kant|marx;1784516441161;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":815.2,""promptTokens"":690,""completionTokens"":39,""tokensPerSecond"":80.4,""modelLoadMs"":139.7,""promptEvalMs"":576.2,""modelTotalMs"":1297.6}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Verfasser der »Ideen zur Philosophie der Geschichte der Menschheit« war Johann Gottfried Herder. Sein akademischer Lehrer war Johann Georg Hamann.
t_kpmbpvz4mrsn0j9d;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;127;20260616;24;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q30;vector;dense;ollama:qwen3:8b;teilweise;;;;1078.04;end-to-end;0.16;0.14;1077.88;1661;0.5;0.5;enzyklopaedie|logik|hegel|uni_heidelberg;1784516442241;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":708.1,""promptTokens"":641,""completionTokens"":30,""tokensPerSecond"":81,""modelLoadMs"":137.4,""promptEvalMs"":535.4,""modelTotalMs"":1076.5}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Hegel lehrte an der Universität Tübingen, dann an der Universität Jena und schließlich an der Universität Heidelberg.
t_ar2jow3nmrsn0mye;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;128;20260616;24;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q30;graph;dense;ollama:qwen3:8b;korrekt;;;;4787.64;end-to-end;1.02;1.01;4786.62;7512;1;0.3076923076923077;hegel|uni_jena|uni_heidelberg|uni_berlin|spinoza|reinhold|fichte|schelling|schiller|kant|wissenschaftslehre|atheismusstreit|deutscher_idealismus;1784516447030;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":4358.7,""promptTokens"":2453,""completionTokens"":33,""tokensPerSecond"":77.1,""modelLoadMs"":142.1,""promptEvalMs"":4160.7,""modelTotalMs"":4784.5}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Georg Wilhelm Friedrich Hegel lehrte zuerst an der Universität Jena, dann an der Universität Heidelberg und schließlich an der Universität Berlin.
t_lj9e7lybmrsn0ql9;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;129;20260616;25;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q26;graph;dense;ollama:qwen3:8b;korrekt;;;;4709.9;end-to-end;0.98;0.98;4708.92;6624;1;0.3333333333333333;atheismusstreit|fichte|uni_jena|jacobi|hegel|reinhold|wissenschaftslehre|goethe|rechtsphilosophie|berliner_vorlesungen|phaenomenologie|logik;1784516451741;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":3773.2,""promptTokens"":2193,""completionTokens"":71,""tokensPerSecond"":75.8,""modelLoadMs"":146.7,""promptEvalMs"":3508.2,""modelTotalMs"":4706.9}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Georg Wilhelm Friedrich Hegel verfasste das Berliner Hauptwerk zur praktischen Philosophie »Grundlinien der Philosophie des Rechts«. Er war der Nachfolger auf dem Berliner Lehrstuhl von Johann Gottlieb Fichte, dessen Jenaer Professur im Atheismusstreit endete.
t_slbegrplmrsn0s4d;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;130;20260616;25;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q26;vector;dense;ollama:qwen3:8b;falsch;;;;1981.32;end-to-end;0.15;0.13;1981.18;2037;0.25;0.25;fichte|berliner_vorlesungen|schelling|schopenhauer;1784516453725;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":1031.8,""promptTokens"":812,""completionTokens"":75,""tokensPerSecond"":78.9,""modelLoadMs"":147.5,""promptEvalMs"":790.3,""modelTotalMs"":1979.3}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Nachfolger auf dem Berliner Lehrstuhl des Philosophen, dessen Jenaer Professur im Atheismusstreit endete (Fichte), war Schelling. Sein Berliner Hauptwerk zur praktischen Philosophie ist die „Philosophie der Offenbarung“ aus den Vorlesungen von 1841.
t_35hm8u22mrsn0t5q;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;131;20260616;26;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q27;vector;dense;ollama:qwen3:8b;korrekt;;;;1343.21;end-to-end;0.13;0.13;1343.08;1700;0.5;0.5;system_ti|transzendentalphilosophie|krv|ethik_spinoza;1784516455070;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":734.2,""promptTokens"":632,""completionTokens"":48,""tokensPerSecond"":78.8,""modelLoadMs"":154.9,""promptEvalMs"":516.7,""modelTotalMs"":1341.2}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Denker, der Schelling beeinflusste und Gott mit Natur gleichsetzte, ist Spinoza. Sein Hauptwerk ist die »Ethik, in geometrischer Ordnung dargestellt«.
t_l8si3nqymrsn0w3h;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;132;20260616;26;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q27;graph;dense;ollama:qwen3:8b;korrekt;;;;3805.09;end-to-end;0.99;0.97;3804.11;5674;1;0.4;system_ti|schelling|spinoza|fichte|deutscher_idealismus|franzoesische_revolution|hegel|goethe|lessing|ethik_spinoza;1784516458877;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":2966.5,""promptTokens"":1885,""completionTokens"":64,""tokensPerSecond"":76.4,""modelLoadMs"":163.2,""promptEvalMs"":2756.4,""modelTotalMs"":3802.1}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Baruch de Spinoza verfasste die »Ethik (Spinoza)«, in der er Gott mit Natur gleichsetzte. Der Autor des »System des transzendentalen Idealismus« ist Friedrich Wilhelm Joseph Schelling, der von Spinoza beeinflusst wurde.
t_5euce9kemrsn0zak;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;133;20260616;27;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q20;graph;dense;ollama:qwen3:8b;korrekt;;;;4141.69;end-to-end;0.77;0.76;4140.92;6452;1;0.25;logik|hegel|dialektik|nuernberg|uni_heidelberg|enzyklopaedie|spinoza|fichte|atheismusstreit|pantheismusstreit|schelling|goethe;1784516463020;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":3549.1,""promptTokens"":2124,""completionTokens"":44,""tokensPerSecond"":74.3,""modelLoadMs"":148.4,""promptEvalMs"":3309,""modelTotalMs"":4138.8}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Verfasser der »Wissenschaft der Logik« veröffentlichte 1817 während seiner Heidelberger Professur die »Enzyklopädie der philosophischen Wissenschaften«.
t_8b4kg4o2mrsn10kx;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;134;20260616;27;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q20;vector;dense;ollama:qwen3:8b;korrekt;;;;1667.28;end-to-end;0.16;0.13;1667.12;1392;0.6666666666666666;0.5;logik|enzyklopaedie|wissenschaftslehre|nuernberg;1784516464689;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":691.3,""promptTokens"":560,""completionTokens"":77,""tokensPerSecond"":78.9,""modelLoadMs"":151.4,""promptEvalMs"":438.3,""modelTotalMs"":1665.2}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Verfasser der »Wissenschaft der Logik« veröffentlichte 1817 während seiner Heidelberger Professur die »Enzyklopädie der philosophischen Wissenschaften im Grundrisse«. Dieses Werk stellt sein Gesamtsystem in drei Teilen dar: Logik – Naturphilosophie – Philosophie des Geistes.
t_lp9m26bcmrsn11kl;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;135;20260616;28;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q19;vector;dense;ollama:qwen3:8b;korrekt;;;;1282.06;end-to-end;0.15;0.14;1281.91;1693;0.3333333333333333;0.25;dialektik|marx|einzige|stirner;1784516465973;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":760,""promptTokens"":694,""completionTokens"":42,""tokensPerSecond"":80.4,""modelLoadMs"":148.2,""promptEvalMs"":576.2,""modelTotalMs"":1279.9}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Verfasser des »Kapital«, Karl Marx, stellte nach eigenen Worten die Dialektik von Hegel »vom Kopf auf die Füße«.
t_c5yrc1yfmrsn14vj;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;136;20260616;28;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q19;graph;dense;ollama:qwen3:8b;korrekt;;;;4280.53;end-to-end;1.07;1.06;4279.46;6743;1;0.23076923076923078;dialektik|hegel|logik|marx|historischer_materialismus|junghegelianer|kapital|spinoza|fichte|bauer|feuerbach|wesen_christentums|stirner;1784516470255;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":3835.8,""promptTokens"":2232,""completionTokens"":34,""tokensPerSecond"":76.5,""modelLoadMs"":162.2,""promptEvalMs"":3610.4,""modelTotalMs"":4278}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Karl Marx stellte nach eigenen Worten die Dialektik von Georg Wilhelm Friedrich Hegel »vom Kopf auf die Füße«.
t_hmaverqzmrsn18sn;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;137;20260616;29;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q21;graph;dense;ollama:qwen3:8b;korrekt;;;;5078.53;end-to-end;0.97;0.96;5077.56;7433;1;0.2857142857142857;tuebinger_stift|hegel|berliner_vorlesungen|fichte|phaenomenologie|logik|wissenschaftslehre|goethe|reden_nation|schelling|uni_berlin|faust|system_ti|spinoza;1784516475335;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":4181.4,""promptTokens"":2373,""completionTokens"":67,""tokensPerSecond"":74.7,""modelLoadMs"":140.6,""promptEvalMs"":3940.3,""modelTotalMs"":5075.6}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Philosoph, der mit Hegel im Tübinger Stift wohnte und 1841 auf dessen verwaisten Berliner Lehrstuhl berufen wurde, ist Friedrich Wilhelm Joseph Schelling. Er verfasste 1800 das Werk „System des transzendentalen Idealismus“.
t_f6ibbdccmrsn1a43;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;138;20260616;29;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q21;vector;dense;ollama:qwen3:8b;korrekt;;;;1705.2;end-to-end;0.25;0.24;1704.95;1884;0.25;0.25;logik|schelling|schopenhauer|hoelderlin;1784516477043;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":821.1,""promptTokens"":750,""completionTokens"":70,""tokensPerSecond"":79.1,""modelLoadMs"":170.3,""promptEvalMs"":525,""modelTotalMs"":1702.7}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Der Philosoph, der mit Hegel im Tübinger Stift wohnte und 1841 auf dessen verwaisten Berliner Lehrstuhl berufen wurde, ist Friedrich Wilhelm Joseph Schelling. Sein Werk aus dem Jahr 1800 ist das »System des transzendentalen Idealismus«.
t_rl6x23wemrsn1atp;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;139;20260616;30;1;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q39;vector;dense;ollama:qwen3:8b;enthaltung;;;;920.41;end-to-end;0.13;0.12;920.29;1747;0.6666666666666666;0.5;ding_an_sich|hume|schopenhauer|transzendentalphilosophie;1784516477965;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":626.4,""promptTokens"":662,""completionTokens"":24,""tokensPerSecond"":81.5,""modelLoadMs"":138.3,""promptEvalMs"":440.1,""modelTotalMs"":918.3}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Arthur Schopenhauer prägte Nietzsche, Wagner und Freud. Dazu habe ich keine gesicherte Information.
t_6qi95m03mrsn1dmn;run_mrsmtfho_e43f3c5f;run_mrsmtfho_e43f3c5f_r2;2;140;20260616;30;2;seeded-question-shuffle+cyclic-condition-counterbalance-v1;q39;graph;dense;ollama:qwen3:8b;korrekt;;;;3631.95;end-to-end;0.56;0.55;3631.39;6064;0.6666666666666666;0.16666666666666666;ding_an_sich|kant|schopenhauer|wwv|jacobi|krv|kategorischer_imperativ|transzendentalphilosophie|koenigsberg|deutscher_idealismus|grundlegung|herder;1784516481599;"{""capturedAt"":1784516110947,""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""de"",""origin"":""http://localhost:4173"",""hardwareConcurrency"":16,""deviceMemoryGiB"":32,""webgpu"":true}";"{""ttftMs"":3049.8,""promptTokens"":1945,""completionTokens"":44,""tokensPerSecond"":75.6,""modelLoadMs"":137.7,""promptEvalMs"":2851.2,""modelTotalMs"":3629.1}";"{""provider"":""ollama"",""model"":""qwen3:8b"",""digest"":""500a1f067a9f782620b40bee6f7b0c89e17ae61f686b92c24933e4ca4b2b8b41"",""runtime"":""Ollama 0.32.1"",""endpoint"":""http://127.0.0.1:11434"",""parameterSize"":""8.2B"",""quantization"":""Q4_K_M"",""modelSizeBytes"":5225388164,""residentVramBytes"":5569815510,""parameters"":{""temperature"":0,""seed"":42,""numCtx"":4096,""numPredict"":160,""think"":false,""keepAlive"":""30m""}}";Arthur Schopenhauer prägte den Begriff des Dings an sich als »Wille«. Der spätere Philosoph Friedrich Nietzsche wurde maßgeblich von Schopenhauer geprägt.
